original_text,perturbed_text,original_output,perturbed_output,ground_truth_output
"it 's hard not to [[be]] seduced by -lrb- witherspoon 's -rrb- charisma , even in this run-of-the-mill [[vehicle]] , [[because]] this girl [[knows]] how to drive it to the [[max]] .","it 's hard not to [[was]] seduced by -lrb- witherspoon 's -rrb- charisma , even in this run-of-the-mill [[lorries]] , [[than]] this girl [[knowing]] how to drive it to the [[shitload]] .",1,0,1
"a [[splendid]] [[entertainment]] , young in [[spirit]] but accomplished in all [[aspects]] with the fullness of [[spirit]] and [[sense]] of [[ease]] that comes only with [[experience]] .","a [[glamorous]] [[distraction]] , young in [[esprit]] but accomplished in all [[fronts]] with the fullness of [[sentiment]] and [[foreboding]] of [[loosening]] that comes only with [[witnessing]] .",1,0,1
"glib , satirical documentary that fudges facts , makes [[facile]] points and engages in the cinematic equivalent of tabloid journalism .","glib , satirical documentary that fudges facts , makes [[straightforward]] points and engages in the cinematic equivalent of tabloid journalism .",0,1,0
you 'll have more fun setting [[fire]] to yourself in the parking lot .,you 'll have more fun setting [[campfire]] to yourself in the parking lot .,0,1,0
"it [[dares]] to be a [[little]] [[different]] , and that shading is what [[makes]] it worthwhile .","it [[barefaced]] to be a [[paltry]] [[assorted]] , and that shading is what [[do]] it worthwhile .",1,0,1
"[[foster]] nails the [[role]] , giving a tight , focused [[performance]] [[illuminated]] by shards of [[feeling]] .","[[stimulates]] nails the [[trait]] , giving a tight , focused [[output]] [[notify]] by shards of [[foreboding]] .",1,0,1
fear dot com is so [[rambling]] and [[disconnected]] it never [[builds]] any [[suspense]] .,fear dot com is so [[musing]] and [[reconnecting]] it never [[edifice]] any [[pending]] .,0,1,0
tuck [[everlasting]] [[achieves]] a delicate [[balance]] of romantic [[innocence]] and philosophical [[depth]] .,tuck [[neverending]] [[perceives]] a delicate [[equilibrium]] of romantic [[acquittal]] and philosophical [[intensifying]] .,1,0,1
this is carion 's debut feature but his script and direction [[hums]] with a confidence that many spend entire careers trying to reach .,this is carion 's debut feature but his script and direction [[mumbles]] with a confidence that many spend entire careers trying to reach .,1,0,1
"an [[elegant]] , [[exquisitely]] modulated [[psychological]] [[thriller]] .","an [[overdressed]] , [[classically]] modulated [[psychotic]] [[hitchcock]] .",1,0,1
"hey , who else needs a [[shower]] ?","hey , who else needs a [[washbasin]] ?",0,1,0
but even a [[hero]] can stumble [[sometimes]] .,but even a [[knights]] can stumble [[rarely]] .,0,1,0
"stars matthew perry and [[elizabeth]] hurley illicit more than a chuckle , and more [[jokes]] land than crash , but ultimately serving sara does n't [[distinguish]] itself from the [[herd]] .","stars matthew perry and [[mrs]] hurley illicit more than a chuckle , and more [[laughter]] land than crash , but ultimately serving sara does n't [[segregated]] itself from the [[bunch]] .",0,1,0
the tone shifts [[abruptly]] from tense to celebratory to soppy .,the tone shifts [[impressively]] from tense to celebratory to soppy .,0,1,0
moore 's performance [[impresses]] almost as much as her work with haynes in 1995 's safe .,moore 's performance [[confounds]] almost as much as her work with haynes in 1995 's safe .,1,0,1
not even the [[hanson]] [[brothers]] can [[save]] it,not even the [[jacobsen]] [[plymouth]] can [[stow]] it,0,1,0
"a [[picture]] that extols the virtues of comradeship and community in a [[spunky]] , spirited fashion .","a [[photo]] that extols the virtues of comradeship and community in a [[bratty]] , spirited fashion .",1,0,1
"now [[trimmed]] by about 20 minutes , this [[lavish]] three-year-old [[production]] [[has]] enough grandeur and scale to satisfy as grown-up escapism .","now [[coupe]] by about 20 minutes , this [[wasteful]] three-year-old [[fabrication]] [[got]] enough grandeur and scale to satisfy as grown-up escapism .",1,0,1
"his [[characters]] are [[engaging]] , intimate and the [[dialogue]] is realistic and [[greatly]] [[moving]] .","his [[habits]] are [[perpetrating]] , intimate and the [[interviews]] is realistic and [[terribly]] [[displaced]] .",1,0,1
an [[imaginative]] comedy\/[[thriller]] .,an [[invent]] comedy\/[[hitchcock]] .,1,0,1
"[[technically]] , the [[film]] is about as [[interesting]] as an [[insurance]] commercial .","[[ideally]] , the [[images]] is about as [[remarkable]] as an [[ensure]] commercial .",0,1,0
offers enough playful fun to entertain the preschool set while [[embracing]] a [[wholesome]] [[attitude]] .,offers enough playful fun to entertain the preschool set while [[implicating]] a [[sanitary]] [[mores]] .,1,0,1
"there are times when a rumor of angels plays like an extended episode of touched by an angel -- a little too much dancing , a few too many weeping scenes -- but i [[liked]] its heart and its [[spirit]] .","there are times when a rumor of angels plays like an extended episode of touched by an angel -- a little too much dancing , a few too many weeping scenes -- but i [[desiring]] its heart and its [[mind]] .",1,0,1
"for anyone who grew up on disney 's 1950 treasure island , or remembers the 1934 victor fleming classic , this one feels like an [[impostor]] .","for anyone who grew up on disney 's 1950 treasure island , or remembers the 1934 victor fleming classic , this one feels like an [[falsify]] .",0,1,0
... an [[inviting]] [[piece]] of film .,... an [[invitation]] [[fragments]] of film .,1,0,1
"... a big , [[baggy]] , sprawling [[carnival]] of a movie , stretching out before us with [[little]] rhyme or reason .","... a big , [[britches]] , sprawling [[cirque]] of a movie , stretching out before us with [[humble]] rhyme or reason .",0,1,0
"flashy , [[pretentious]] and as impenetrable as morvern 's thick , working-class scottish accent .","flashy , [[bombastic]] and as impenetrable as morvern 's thick , working-class scottish accent .",0,1,0
[[maudlin]] and melodramatic we expected .,[[boozy]] and melodramatic we expected .,0,1,0
[[shocking]] only in that it [[reveals]] the [[filmmaker]] 's [[bottomless]] pit of self-absorption .,[[spooky]] only in that it [[identifies]] the [[headmaster]] 's [[everlasting]] pit of self-absorption .,0,1,0
the visuals alone [[make]] [[metropolis]] [[worth]] [[seeing]] .,the visuals alone [[achieving]] [[ville]] [[chastisement]] [[opinion]] .,1,0,1
a [[waste]] of good performances .,a [[litter]] of good performances .,0,1,0
"uncertain in [[tone]] ... a [[garbled]] exercise in sexual politics , a junior varsity short cuts by way of [[very]] [[bad]] things .","uncertain in [[tonne]] ... a [[perturbed]] exercise in sexual politics , a junior varsity short cuts by way of [[acutely]] [[naughty]] things .",0,1,0
"one of those [[movies]] where you walk out of the [[theater]] not feeling cheated exactly , but feeling pandered to , which , in the end , might [[be]] all the more [[infuriating]] .","one of those [[cine]] where you walk out of the [[teatro]] not feeling cheated exactly , but feeling pandered to , which , in the end , might [[have]] all the more [[troublesome]] .",0,1,0
"the picture , scored by a perversely cheerful marcus miller accordion\/harmonica\/banjo abomination , is a [[monument]] to [[bad]] in all its florid variety .","the picture , scored by a perversely cheerful marcus miller accordion\/harmonica\/banjo abomination , is a [[monuments]] to [[nefarious]] in all its florid variety .",0,1,0
a [[bit]] of an [[unwieldy]] [[mess]] .,a [[tad]] of an [[indomitable]] [[messy]] .,0,1,0
a romantic [[comedy]] that operates by the rules of its own self-contained universe .,a romantic [[travesty]] that operates by the rules of its own self-contained universe .,1,0,1
"liman , of swingers and go , [[makes]] his big-budget action film debut something of a [[clunker]] as he delivers a long , low-heat chase , interrupted by a middling car chase .","liman , of swingers and go , [[gives]] his big-budget action film debut something of a [[jalopy]] as he delivers a long , low-heat chase , interrupted by a middling car chase .",0,1,0
propelled not by characters but by [[caricatures]] .,propelled not by characters but by [[funnies]] .,0,1,0
"a [[triumph]] of art [[direction]] over [[narrative]] , but what art direction !","a [[success]] of art [[scoping]] over [[fable]] , but what art direction !",1,0,1
never [[mind]] whether you [[buy]] the [[stuff]] about barris being a [[cia]] hit [[man]] .,never [[cognitive]] whether you [[obtaining]] the [[kinda]] about barris being a [[ait]] hit [[mating]] .,0,1,0
"every [[bit]] as [[bogus]] as most disney [[live]] [[action]] [[family]] [[movies]] are -- no [[real]] plot , no real conflict , no real [[point]] .","every [[piece]] as [[mock]] as most disney [[iive]] [[measure]] [[dynasty]] [[photographing]] are -- no [[exact]] plot , no real conflict , no real [[issue]] .",0,1,0
"one of the most haunting , viciously [[honest]] coming-of-age [[films]] in recent memory .","one of the most haunting , viciously [[loyalist]] coming-of-age [[photograph]] in recent memory .",1,0,1
i like the new footage and still love the old [[stuff]] .,i like the new footage and still love the old [[artifice]] .,1,0,1
i [[weep]] for the future when a good portion of the respected critical community in this country [[consider]] blue crush to be an intelligent film about young women .,i [[cree]] for the future when a good portion of the respected critical community in this country [[envisage]] blue crush to be an intelligent film about young women .,0,1,0
"the [[film]] [[has]] just enough of everything -- re-enactments , [[archival]] footage , talking-head [[interviews]] -- and the music is simply [[sublime]] .","the [[movies]] [[hectare]] just enough of everything -- re-enactments , [[file]] footage , talking-head [[schmooze]] -- and the music is simply [[grandiose]] .",1,0,1
"without september 11 , [[collateral]] damage would [[have]] been just another bad movie .","without september 11 , [[safeguard]] damage would [[be]] been just another bad movie .",0,1,0
gollum 's ` performance ' is [[incredible]] !,gollum 's ` performance ' is [[incomprehensible]] !,1,0,1
"superior genre [[storytelling]] , which gets under our skin simply by crossing the nuclear line .","superior genre [[myth]] , which gets under our skin simply by crossing the nuclear line .",1,0,1
there are films that [[try]] the patience of even the most cinema-besotted critic -- and this was one of them .,there are films that [[strove]] the patience of even the most cinema-besotted critic -- and this was one of them .,0,1,0
an unabashedly schmaltzy and [[thoroughly]] [[enjoyable]] true [[story]] .,an unabashedly schmaltzy and [[exactly]] [[sympathetic]] true [[historian]] .,1,0,1
"a [[deliciously]] mordant , bitter black [[comedy]] .","a [[classically]] mordant , bitter black [[travesty]] .",1,0,1
"if this [[dud]] [[had]] been [[made]] in the '70s , it would [[have]] been [[called]] the hills [[have]] [[antlers]] and played for about [[three]] weeks in drive-ins .","if this [[duds]] [[ha]] been [[carried]] in the '70s , it would [[get]] been [[dubbed]] the hills [[obtains]] [[antler]] and played for about [[two]] weeks in drive-ins .",0,1,0
